Date,Open,High,Low,Close,Adj Close,Volume
2018-11-06,208.000000,208.000000,203.899994,205.899994,193.445969,687272
2018-11-07,198.399994,203.300003,195.149994,198.600006,186.587524,1688426
2018-11-08,200.000000,202.600006,199.300003,201.000000,188.842331,882199
2018-11-09,200.300003,204.300003,199.449997,203.899994,191.566925,712740
2018-11-12,205.100006,205.100006,201.199997,201.800003,189.593948,525368
2018-11-13,204.199997,207.000000,202.899994,206.600006,194.103638,739641
2018-11-14,206.100006,208.500000,204.699997,205.600006,193.164108,600936
2018-11-15,207.100006,209.100006,203.199997,205.500000,193.070160,693381
2018-11-16,206.600006,207.800003,201.300003,204.699997,192.318542,807446
2018-11-19,205.399994,205.699997,200.100006,200.800003,188.654449,658543
2018-11-20,199.199997,201.199997,195.600006,199.149994,187.104233,880111
2018-11-21,202.000000,204.399994,199.699997,204.399994,192.036682,656007
2018-11-22,204.000000,205.100006,201.199997,201.600006,189.406052,549624
2018-11-23,201.600006,203.899994,200.000000,202.699997,190.439514,496578
2018-11-26,204.100006,204.899994,199.050003,199.250000,187.198196,763967
2018-11-27,200.000000,201.699997,198.399994,199.149994,187.104233,602781
2018-11-28,200.500000,201.300003,198.350006,199.100006,187.057266,530750
2018-11-29,199.750000,201.199997,197.500000,197.500000,185.554031,581434
2018-11-30,198.000000,198.899994,193.199997,194.800003,183.017349,1291447
2018-12-03,198.000000,199.850006,197.300003,197.699997,185.741943,767795
2018-12-04,197.399994,199.399994,197.100006,198.199997,186.211700,773898
2018-12-05,196.300003,198.600006,196.000000,196.449997,184.567566,508690
2018-12-06,194.949997,195.949997,192.500000,193.550003,181.842957,917708
2018-12-07,195.149994,200.800003,195.149994,195.449997,183.628036,890022
2018-12-10,194.050003,194.800003,192.300003,192.800003,181.138321,708975
2018-12-11,192.800003,198.399994,192.500000,197.500000,185.554031,785219
2018-12-12,198.500000,200.300003,197.649994,199.100006,187.057266,728347
2018-12-13,200.199997,201.100006,198.899994,200.000000,187.902832,601006
2018-12-14,197.649994,198.600006,194.500000,195.500000,183.675018,814498
2018-12-17,192.750000,194.000000,185.149994,186.850006,175.548203,1756247
2018-12-18,185.899994,188.699997,183.699997,186.199997,174.937515,985056
2018-12-19,186.949997,189.050003,186.300003,187.050003,175.736145,697398
2018-12-20,184.000000,185.300003,182.750000,183.750000,172.635727,820234
2018-12-21,183.000000,185.550003,179.149994,184.750000,173.575241,2238677
2018-12-27,185.149994,185.250000,178.149994,180.100006,169.206497,807876
2018-12-28,181.149994,183.649994,181.100006,182.399994,171.367386,443391
2019-01-02,183.050003,186.899994,181.350006,184.399994,173.246414,803984
2019-01-03,182.699997,186.899994,182.350006,183.949997,172.823624,776471
2019-01-04,186.149994,191.300003,185.449997,191.050003,179.494171,930881
2019-01-07,189.149994,191.300003,189.000000,189.699997,178.225845,498239
2019-01-08,189.699997,197.100006,189.500000,194.300003,182.547592,834170
2019-01-09,195.699997,198.149994,192.800003,193.850006,182.124817,606721
2019-01-10,192.899994,196.199997,192.850006,195.500000,183.675018,519016
2019-01-11,196.199997,198.149994,195.600006,197.000000,185.084290,509076
