Date,Open,High,Low,Close,Adj Close,Volume
2017-06-21,66.230003,66.610001,65.769997,66.470001,49.829998,514404
2017-06-22,66.250000,66.419998,65.370003,65.940002,49.432674,421871
2017-06-23,66.029999,66.309998,64.790001,64.949997,48.690506,403744
2017-06-26,65.050003,66.199997,65.050003,65.779999,49.312721,371294
2017-06-27,66.019997,67.000000,65.610001,66.910004,50.159843,648530
2017-06-28,66.900002,66.919998,66.040001,66.650002,49.964931,539302
2017-06-29,67.209999,67.209999,63.230000,63.430000,47.551022,970201
2017-06-30,63.419998,64.419998,61.950001,63.209999,47.386097,865287
2017-07-03,63.299999,63.980000,62.910000,63.709999,47.760921,447460
2017-07-04,63.500000,63.599998,62.610001,62.830002,47.101227,338839
2017-07-05,62.830002,63.900002,62.700001,63.830002,47.850887,525882
2017-07-06,63.840000,63.980000,62.959999,63.459999,47.573513,440529
2017-07-07,63.639999,63.919998,62.900002,63.419998,47.543526,383605
2017-07-10,63.790001,64.669998,63.299999,64.580002,48.413136,323637
2017-07-11,65.400002,66.129997,64.129997,64.820000,48.593052,527754
2017-07-12,65.239998,65.239998,63.299999,64.470001,48.330669,685953
2017-07-13,64.550003,65.120003,64.150002,64.309998,48.210724,383283
2017-07-14,64.500000,65.239998,64.110001,64.599998,48.428120,463476
2017-07-17,64.599998,65.519997,64.470001,65.360001,48.997868,365983
2017-07-18,65.220001,65.400002,64.059998,65.400002,49.027855,533610
2017-07-19,65.470001,66.440002,65.360001,65.940002,49.432674,434423
2017-07-20,66.370003,66.540001,64.779999,64.980003,48.713001,568853
2017-07-21,64.779999,65.910004,63.549999,63.950001,47.940845,530396
2017-07-24,64.110001,65.309998,63.799999,65.309998,48.960384,679842
2017-07-25,66.400002,66.500000,63.619999,64.709999,48.510586,905155
2017-07-26,64.650002,67.330002,64.400002,66.720001,50.017410,875597
2017-07-27,66.580002,67.739998,66.519997,66.889999,50.144848,539560
2017-07-28,66.720001,66.720001,65.330002,66.510002,49.859982,301703
2017-07-31,66.589996,66.889999,65.570000,65.620003,49.192787,454005
2017-08-01,65.870003,66.879997,65.580002,66.800003,50.077381,346177
2017-08-02,67.250000,67.250000,66.160004,66.690002,49.994919,340282
2017-08-03,66.699997,66.989998,66.129997,66.690002,49.994919,259234
2017-08-04,66.510002,66.900002,66.230003,66.900002,50.152348,334959
2017-08-07,67.000000,67.290001,66.830002,66.980003,50.212322,228447
2017-08-08,67.000000,67.540001,66.459999,67.239998,50.407227,307173
2017-08-09,66.809998,66.959999,66.110001,66.599998,49.927448,377676
2017-08-10,66.599998,66.800003,65.250000,65.739998,49.282738,364203
2017-08-11,65.320000,65.440002,64.440002,65.000000,48.727985,312703
2017-08-14,65.500000,66.440002,65.349998,65.730003,49.275246,236905
2017-08-15,65.300003,65.730003,64.820000,65.349998,48.990372,261364
2017-08-16,65.730003,66.750000,65.720001,66.470001,49.829998,315498
2017-08-17,66.419998,66.720001,65.849998,66.199997,49.627583,362063
2017-08-18,65.760002,67.900002,65.519997,67.339996,50.482189,628256
2017-08-21,67.199997,67.879997,66.129997,66.430000,49.800007,327391
2017-08-22,66.910004,67.080002,66.430000,67.019997,50.242306,319510
2017-08-23,67.000000,67.699997,66.570000,67.699997,50.752075,387242
2017-08-24,67.989998,70.000000,67.910004,68.349998,51.239353,644604
2017-08-25,68.680000,69.110001,68.500000,68.559998,51.396778,302639
2017-08-28,68.430000,68.430000,67.480003,67.949997,50.939487,205174
2017-08-29,67.809998,68.129997,66.110001,66.230003,49.650078,557569
2017-08-30,66.639999,66.790001,65.800003,66.239998,49.657566,373277
2017-08-31,66.500000,67.000000,65.550003,66.010002,49.485149,526365
2017-09-01,66.080002,66.849998,65.930000,66.470001,49.829998,472354
2017-09-04,65.989998,66.099998,65.199997,65.440002,49.057846,261411
2017-09-05,65.440002,65.489998,63.939999,63.970001,47.955837,540635
2017-09-06,63.950001,64.660004,63.230000,63.660000,47.723446,535083
2017-09-07,64.000000,64.959999,63.650002,63.700001,47.753433,398760
2017-09-08,63.709999,64.339996,63.169998,64.339996,48.233212,327425
2017-09-11,64.760002,65.669998,64.610001,64.900002,48.653027,434306
2017-09-12,65.260002,65.879997,65.260002,65.699997,49.252750,353726
2017-09-13,66.180000,68.790001,65.830002,68.160004,51.096920,4360570
2017-09-14,68.300003,69.199997,67.620003,68.949997,51.689148,875515
2017-09-15,69.169998,69.910004,68.660004,69.570000,52.153942,1371086
2017-09-18,69.919998,70.440002,68.970001,69.889999,52.393829,761468
2017-09-19,70.050003,72.150002,69.989998,71.820000,53.840679,1080176
2017-09-20,72.089996,72.089996,70.699997,70.849998,53.113510,473410
2017-09-21,70.839996,71.820000,70.750000,71.330002,53.473347,600318
2017-09-22,71.160004,71.870003,70.839996,71.550003,53.638271,319902
2017-09-25,71.650002,71.879997,71.150002,71.199997,53.375889,275980
2017-09-26,71.070000,72.150002,71.070000,72.040001,54.005604,473079
2017-09-27,72.230003,73.050003,71.870003,72.160004,54.095570,549807
2017-09-28,72.269997,72.570000,71.820000,72.480003,54.335453,257347
2017-09-29,75.000000,75.709999,72.220001,72.750000,54.537865,835970
2017-10-02,72.889999,73.000000,71.639999,72.169998,54.103054,446345
2017-10-03,72.169998,72.169998,72.169998,72.169998,54.103054,0
2017-10-04,72.440002,72.730003,71.580002,72.449997,54.312965,492598
2017-10-05,72.449997,72.500000,71.730003,71.970001,53.953125,356096
2017-10-06,72.199997,72.220001,71.430000,71.540001,53.630779,249499
2017-10-09,71.550003,71.980003,71.379997,71.779999,53.810696,212980
2017-10-10,71.620003,71.870003,70.550003,70.769997,53.053535,296018
2017-10-11,70.730003,71.180000,70.699997,70.949997,53.188469,346069
2017-10-12,71.269997,72.620003,70.690002,71.930000,53.923145,399356
2017-10-13,71.940002,73.199997,71.540001,72.900002,54.650314,323824
2017-10-16,72.839996,72.919998,72.040001,72.089996,54.043079,221485
2017-10-17,72.099998,72.379997,71.199997,71.839996,53.855667,266323
2017-10-18,71.739998,72.809998,71.550003,71.800003,53.825691,321272
2017-10-19,71.650002,71.699997,70.300003,71.010002,53.233456,400531
2017-10-20,71.110001,72.800003,70.779999,71.830002,53.848175,381640
2017-10-23,72.309998,72.379997,71.690002,72.120003,54.065582,437844
2017-10-24,75.050003,78.680000,74.900002,78.000000,58.473583,1401123
2017-10-25,80.980003,80.989998,77.910004,78.519997,58.863411,748745
2017-10-26,79.290001,79.970001,77.989998,79.910004,59.905434,502141
2017-10-27,80.010002,82.220001,80.000000,81.650002,61.209850,672876
2017-10-30,83.260002,83.500000,82.129997,82.360001,61.742119,636946
2017-10-31,82.360001,82.360001,82.360001,82.360001,61.742119,0
2017-11-01,83.410004,83.550003,81.519997,82.919998,62.161919,641740
2017-11-02,82.650002,83.430000,82.290001,82.620003,61.937027,509025
2017-11-03,82.589996,83.870003,82.309998,83.809998,62.829117,421230
2017-11-06,83.919998,83.970001,82.879997,82.879997,62.131939,357609
2017-11-07,83.139999,83.849998,82.900002,83.199997,62.371822,534365
2017-11-08,83.489998,83.949997,83.260002,83.930000,62.919083,487730
2017-11-09,83.989998,84.629997,80.790001,81.779999,61.307308,735383
2017-11-10,81.540001,83.120003,81.349998,81.919998,61.412266,585929
2017-11-13,82.410004,82.790001,80.410004,81.000000,60.722576,538336
2017-11-14,82.300003,83.169998,80.809998,81.410004,61.029930,483909
2017-11-15,80.769997,81.029999,79.389999,80.500000,60.347744,513904
2017-11-16,80.650002,82.419998,80.639999,82.199997,61.622162,394780
2017-11-17,82.459999,82.459999,81.290001,81.339996,60.977448,332661
2017-11-20,81.040001,82.370003,80.180000,82.269997,61.674637,344277
2017-11-21,83.000000,85.290001,82.220001,84.650002,63.458839,736131
2017-11-22,85.000000,85.099998,83.550003,83.550003,62.634220,545617
2017-11-23,83.089996,84.879997,82.930000,84.339996,63.226444,338820
2017-11-24,84.430000,85.870003,84.080002,85.419998,64.036072,429583
2017-11-27,85.720001,86.889999,84.570000,84.639999,63.451344,546438
2017-11-28,85.010002,85.910004,84.709999,85.559998,64.141022,541147
2017-11-29,86.279999,88.410004,86.120003,86.989998,65.213036,744378
2017-11-30,86.500000,88.169998,85.690002,87.500000,65.595367,1540537
2017-12-01,87.739998,88.010002,85.209999,85.360001,63.991096,560523
2017-12-04,86.690002,86.900002,84.489998,85.139999,63.826168,542299
2017-12-05,85.410004,85.720001,83.339996,83.750000,62.784142,637089
2017-12-06,83.000000,83.699997,81.949997,83.290001,62.439297,715366
2017-12-07,83.500000,83.639999,82.059998,82.550003,61.884541,491256
2017-12-08,83.120003,84.250000,82.769997,83.800003,62.821621,472008
2017-12-11,84.110001,84.290001,83.419998,83.500000,62.596722,454156
2017-12-12,84.489998,85.059998,82.959999,83.800003,62.821621,597248
2017-12-13,84.230003,85.440002,83.300003,84.980003,63.706223,688424
2017-12-14,85.959999,86.339996,84.900002,85.440002,64.051071,587334
2017-12-15,85.360001,86.870003,85.010002,86.410004,64.778244,1179101
2017-12-18,87.190002,87.660004,86.410004,87.160004,65.340500,588880
2017-12-19,87.220001,88.650002,87.220001,88.199997,66.120132,582503
2017-12-20,88.629997,88.669998,86.430000,86.639999,64.950653,554571
2017-12-21,86.470001,87.150002,85.769997,87.120003,65.310501,476185
2017-12-22,86.949997,87.139999,86.010002,86.250000,64.658287,328018
2017-12-27,86.220001,87.709999,86.150002,87.330002,65.467926,398098
2017-12-28,87.309998,87.639999,86.690002,86.769997,65.048111,292173
2017-12-29,87.269997,87.360001,86.029999,86.029999,64.493370,308843
